,Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Trump,Clinton,Other,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
1199,CBS,2016-04-08,2016-04-12,2016-04-15T03:46:26Z,348.0,Registered Voters - Democrat,Live Phone,8.0,88.0,1.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24282,https://www.scribd.com/doc/308687713/Toplines-General-Election-poll-4-14-16,Nonpartisan,None,,1
1200,CBS,2016-04-08,2016-04-12,2016-04-15T03:46:26Z,333.0,Registered Voters - Republican,Live Phone,82.0,11.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24282,https://www.scribd.com/doc/308687713/Toplines-General-Election-poll-4-14-16,Nonpartisan,None,,1
1201,CBS,2016-04-08,2016-04-12,2016-04-15T03:46:26Z,352.0,Registered Voters - independent,Live Phone,33.0,51.0,2.0,14.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24282,https://www.scribd.com/doc/308687713/Toplines-General-Election-poll-4-14-16,Nonpartisan,None,,1
1202,Morning Consult,2016-04-08,2016-04-11,2016-04-19T17:22:39Z,4015.0,Registered Voters,Internet,37.0,46.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24311,https://morningconsultintelligence.com/media/mc/160403_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
1203,Morning Consult,2016-04-08,2016-04-11,2016-04-19T17:22:39Z,1517.0,Registered Voters - Democrat,Internet,12.0,80.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24311,https://morningconsultintelligence.com/media/mc/160403_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
1204,Morning Consult,2016-04-08,2016-04-11,2016-04-19T17:22:39Z,1118.0,Registered Voters - Republican,Internet,76.0,10.0,,14.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24311,https://morningconsultintelligence.com/media/mc/160403_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
1205,Morning Consult,2016-04-08,2016-04-11,2016-04-19T17:22:39Z,1379.0,Registered Voters - independent,Internet,34.0,38.0,,28.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24311,https://morningconsultintelligence.com/media/mc/160403_topline_trend_v2_AP.pdf,Nonpartisan,None,,1
1206,NBC/SurveyMonkey,2016-04-04,2016-04-10,2016-04-12T14:40:57Z,11204.0,Registered Voters,Internet,36.0,43.0,0.0,21.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24251,http://www.nbcnews.com/politics/2016-election/poll-voters-split-between-clinton-trump-hypothetical-november-matchup-n554306,Nonpartisan,None,,1
1207,Ipsos/Reuters,2016-04-02,2016-04-06,2016-04-08T14:18:30Z,1325.0,Registered Voters,Internet,34.0,39.0,16.0,11.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24232,http://www.ipsos-na.com/download/pr.aspx?id=15462,Nonpartisan,None,,1
1208,Morning Consult,2016-04-01,2016-04-03,2016-04-05T13:18:16Z,2004.0,Registered Voters,Internet,38.0,45.0,,17.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24207,https://morningconsult.com/2016/04/donald-trump-polling-abortion-comments/,Nonpartisan,None,,1
1209,Morning Consult,2016-04-01,2016-04-03,2016-04-05T13:18:16Z,746.0,Registered Voters - Democrat,Internet,10.0,79.0,,11.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24207,https://morningconsult.com/2016/04/donald-trump-polling-abortion-comments/,Nonpartisan,None,,1
1210,Morning Consult,2016-04-01,2016-04-03,2016-04-05T13:18:16Z,598.0,Registered Voters - Republican,Internet,72.0,13.0,,15.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24207,https://morningconsult.com/2016/04/donald-trump-polling-abortion-comments/,Nonpartisan,None,,1
1211,Morning Consult,2016-04-01,2016-04-03,2016-04-05T13:18:16Z,659.0,Registered Voters - independent,Internet,39.0,36.0,,25.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24207,https://morningconsult.com/2016/04/donald-trump-polling-abortion-comments/,Nonpartisan,None,,1
1212,NBC/SurveyMonkey,2016-03-28,2016-04-03,2016-04-05T12:41:11Z,12116.0,Registered Voters,Internet,33.0,45.0,,21.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24206,https://www.scribd.com/doc/306974607/NBC-News-SurveyMonkey-Weekly-Toplines-and-Methodology-3-28-4-3?secret_password=Osw6wZNsOphJxihwYPNZ,Nonpartisan,None,,1
1213,IBD/TIPP,2016-03-28,2016-04-02,2016-04-04T14:03:18Z,819.0,Registered Voters,Live Phone,35.0,47.0,9.0,9.0,http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24194,http://www.investors.com/politics/trump-support-fades-as-mistakes-grow-sanders-clinton-tied-ibdtipp-poll/,Nonpartisan,None,,1
1214,IBD/TIPP,2016-03-28,2016-04-02,2016-04-04T14:03:18Z,284.0,Registered Voters - Democrat,Live Phone,8.0,84.0,4.0,4.0,http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24194,http://www.investors.com/politics/trump-support-fades-as-mistakes-grow-sanders-clinton-tied-ibdtipp-poll/,Nonpartisan,None,,1
1215,IBD/TIPP,2016-03-28,2016-04-02,2016-04-04T14:03:18Z,245.0,Registered Voters - Republican,Live Phone,69.0,9.0,10.0,12.0,http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24194,http://www.investors.com/politics/trump-support-fades-as-mistakes-grow-sanders-clinton-tied-ibdtipp-poll/,Nonpartisan,None,,1
1216,IBD/TIPP,2016-03-28,2016-04-02,2016-04-04T14:03:18Z,278.0,Registered Voters - independent,Live Phone,35.0,41.0,12.0,12.0,http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24194,http://www.investors.com/politics/trump-support-fades-as-mistakes-grow-sanders-clinton-tied-ibdtipp-poll/,Nonpartisan,None,,1
1217,McClatchy/Marist,2016-03-29,2016-03-31,2016-04-07T20:59:28Z,1066.0,Registered Voters,Live Phone,41.0,50.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-24230,http://www.mcclatchydc.com/news/politics-government/election/article70343792.html,Nonpartisan,None,,1
1218,McClatchy/Marist,2016-03-29,2016-03-31,2016-04-07T20:59:28Z,,Registered Voters - Democrat,Live Phone,7.0,90.0,,3.0,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-24230,http://www.mcclatchydc.com/news/politics-government/election/article70343792.html,Nonpartisan,None,,1
1219,McClatchy/Marist,2016-03-29,2016-03-31,2016-04-07T20:59:28Z,,Registered Voters - Republican,Live Phone,81.0,12.0,,7.0,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-24230,http://www.mcclatchydc.com/news/politics-government/election/article70343792.html,Nonpartisan,None,,1
1220,McClatchy/Marist,2016-03-29,2016-03-31,2016-04-07T20:59:28Z,,Registered Voters - independent,Live Phone,41.0,44.0,,15.0,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-24230,http://www.mcclatchydc.com/news/politics-government/election/article70343792.html,Nonpartisan,None,,1
1221,Ipsos/Reuters,2016-03-27,2016-03-31,2016-03-31T18:45:12Z,1580.0,Registered Voters,Internet,32.0,45.0,13.0,9.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24179,http://big.assets.huffingtonpost.com/ReuterIPSOS3312016.pdf	,Nonpartisan,None,,1
1222,YouGov/Economist,2016-03-26,2016-03-29,2016-03-31T20:35:54Z,1613.0,Registered Voters,Internet,41.0,45.0,6.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24181,https://today.yougov.com/news/2016/03/31/trump-still-leads/,Nonpartisan,None,,1
1223,YouGov/Economist,2016-03-26,2016-03-29,2016-03-31T20:35:54Z,434.0,Registered Voters - Democrat,Internet,3.0,92.0,,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24181,https://today.yougov.com/news/2016/03/31/trump-still-leads/,Nonpartisan,None,,1
1224,YouGov/Economist,2016-03-26,2016-03-29,2016-03-31T20:35:54Z,497.0,Registered Voters - Republican,Internet,76.0,7.0,,17.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24181,https://today.yougov.com/news/2016/03/31/trump-still-leads/,Nonpartisan,None,,1
1225,YouGov/Economist,2016-03-26,2016-03-29,2016-03-31T20:35:54Z,682.0,Registered Voters - independent,Internet,35.0,49.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24181,https://today.yougov.com/news/2016/03/31/trump-still-leads/,Nonpartisan,None,,1
1226,PPP (D),2016-03-24,2016-03-26,2016-03-31T18:05:23Z,1083.0,Likely Voters,IVR/Online,41.0,48.0,,11.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-24178,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_33116.pdf,Pollster,Dem,,1
1227,PPP (D),2016-03-24,2016-03-26,2016-03-31T18:05:23Z,,Likely Voters - Democrat,IVR/Online,11.0,82.0,,7.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-24178,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_33116.pdf,Pollster,Dem,,1
1228,PPP (D),2016-03-24,2016-03-26,2016-03-31T18:05:23Z,,Likely Voters - Republican,IVR/Online,75.0,12.0,,13.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-24178,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_33116.pdf,Pollster,Dem,,1
1229,PPP (D),2016-03-24,2016-03-26,2016-03-31T18:05:23Z,,Likely Voters - independent,IVR/Online,41.0,44.0,,15.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-24178,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_33116.pdf,Pollster,Dem,,1
1230,Morning Consult,2016-03-24,2016-03-26,2016-03-28T17:06:25Z,2071.0,Registered Voters,Internet,38.0,44.0,,18.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24158,https://morningconsult.com/2016/03/security-issues-rise-after-brussels-attacks/,Nonpartisan,None,,1
1231,Morning Consult,2016-03-24,2016-03-26,2016-03-28T17:06:25Z,783.0,Registered Voters - Democrat,Internet,11.0,78.0,,12.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24158,https://morningconsult.com/2016/03/security-issues-rise-after-brussels-attacks/,Nonpartisan,None,,1
1232,Morning Consult,2016-03-24,2016-03-26,2016-03-28T17:06:25Z,654.0,Registered Voters - Republican,Internet,75.0,11.0,,14.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24158,https://morningconsult.com/2016/03/security-issues-rise-after-brussels-attacks/,Nonpartisan,None,,1
1233,Morning Consult,2016-03-24,2016-03-26,2016-03-28T17:06:25Z,635.0,Registered Voters - independent,Internet,34.0,37.0,,29.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24158,https://morningconsult.com/2016/03/security-issues-rise-after-brussels-attacks/,Nonpartisan,None,,1
1234,GQR (D-Democracy Corps/Women's Voices Women Vote),2016-03-17,2016-03-24,2016-04-01T18:06:29Z,900.0,Likely Voters,Live Phone,40.0,53.0,1.0,6.0,http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24187,http://www.democracycorps.com/attachments/article/1029/Dcor_March%20National_Memo_4.1.2016_FOR%20RELEASE.pdf?ct=t%28WV+March+National+Poll+Release%29,Sponsor,Dem,,1
1235,Ipsos/Reuters,2016-03-19,2016-03-23,2016-03-24T17:37:44Z,1311.0,Registered Voters,Internet,35.0,43.0,9.0,13.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24148,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical3.23.16.pdf,Nonpartisan,None,,1
1236,McLaughlin (R),2016-03-17,2016-03-23,2016-03-29T18:06:35Z,1002.0,Likely Voters,Internet,41.0,48.0,,12.0,http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24168,http://mclaughlinonline.com/pols/wp-content/uploads/2016/03/National-Omnibus-3-23-16-Topline-Public.pdf,Pollster,Rep,,1
1237,McLaughlin (R),2016-03-17,2016-03-23,2016-03-29T18:06:35Z,398.0,Likely Voters - Democrat,Internet,10.0,84.0,,6.0,http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24168,http://mclaughlinonline.com/pols/wp-content/uploads/2016/03/National-Omnibus-3-23-16-Topline-Public.pdf,Pollster,Rep,,1
1238,McLaughlin (R),2016-03-17,2016-03-23,2016-03-29T18:06:35Z,361.0,Likely Voters - Republican,Internet,81.0,9.0,,11.0,http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24168,http://mclaughlinonline.com/pols/wp-content/uploads/2016/03/National-Omnibus-3-23-16-Topline-Public.pdf,Pollster,Rep,,1
1239,McLaughlin (R),2016-03-17,2016-03-23,2016-03-29T18:06:35Z,59.0,Likely Voters - independent,Internet,37.0,44.0,,19.0,http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24168,http://mclaughlinonline.com/pols/wp-content/uploads/2016/03/National-Omnibus-3-23-16-Topline-Public.pdf,Pollster,Rep,,1
1240,FOX,2016-03-20,2016-03-22,2016-03-23T22:19:32Z,1016.0,Registered Voters,Live Phone,38.0,49.0,2.0,11.0,http://elections.huffingtonpost.com/pollster/polls/fox-24141,http://www.foxnews.com/politics/interactive/2016/03/23/fox-news-poll-national-general-election-32316/,Nonpartisan,None,,1
1241,FOX,2016-03-20,2016-03-22,2016-03-23T22:19:32Z,,Registered Voters - Democrat,Live Phone,5.0,92.0,,3.0,http://elections.huffingtonpost.com/pollster/polls/fox-24141,http://www.foxnews.com/politics/interactive/2016/03/23/fox-news-poll-national-general-election-32316/,Nonpartisan,None,,1
1242,FOX,2016-03-20,2016-03-22,2016-03-23T22:19:32Z,,Registered Voters - Republican,Live Phone,73.0,12.0,3.0,12.0,http://elections.huffingtonpost.com/pollster/polls/fox-24141,http://www.foxnews.com/politics/interactive/2016/03/23/fox-news-poll-national-general-election-32316/,Nonpartisan,None,,1
1243,FOX,2016-03-20,2016-03-22,2016-03-23T22:19:32Z,,Registered Voters - independent,Live Phone,41.0,33.0,1.0,25.0,http://elections.huffingtonpost.com/pollster/polls/fox-24141,http://www.foxnews.com/politics/interactive/2016/03/23/fox-news-poll-national-general-election-32316/,Nonpartisan,None,,1
1244,Bloomberg/Selzer,2016-03-19,2016-03-22,2016-03-23T21:46:55Z,815.0,Likely Voters,Live Phone,36.0,54.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-24140,http://assets.bwbx.io/documents/users/iqjWHBFdfxIU/r.f2qF2GAiq8/v0,Nonpartisan,None,,1
1245,Morning Consult,2016-03-18,2016-03-21,2016-03-21T19:05:11Z,2001.0,Registered Voters,Internet,38.0,45.0,,18.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24122,https://morningconsult.com/2016/03/paul-ryan-general-election-polling-hillary-clinton-bernie-sanders/,Nonpartisan,None,,1
1246,Morning Consult,2016-03-18,2016-03-21,2016-03-21T19:05:11Z,726.0,Registered Voters - Democrat,Internet,9.0,80.0,,11.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24122,https://morningconsult.com/2016/03/paul-ryan-general-election-polling-hillary-clinton-bernie-sanders/,Nonpartisan,None,,1
1247,Morning Consult,2016-03-18,2016-03-21,2016-03-21T19:05:11Z,581.0,Registered Voters - Republican,Internet,72.0,12.0,,17.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24122,https://morningconsult.com/2016/03/paul-ryan-general-election-polling-hillary-clinton-bernie-sanders/,Nonpartisan,None,,1
1248,Morning Consult,2016-03-18,2016-03-21,2016-03-21T19:05:11Z,694.0,Registered Voters - independent,Internet,39.0,35.0,,26.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24122,https://morningconsult.com/2016/03/paul-ryan-general-election-polling-hillary-clinton-bernie-sanders/,Nonpartisan,None,,1
1249,Quinnipiac,2016-03-16,2016-03-21,2016-03-23T11:19:56Z,1451.0,Registered Voters,Live Phone,40.0,46.0,3.0,11.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24134,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2333,Nonpartisan,None,,1
1250,Quinnipiac,2016-03-16,2016-03-21,2016-03-23T11:19:56Z,635.0,Registered Voters - Democrat,Live Phone,5.0,88.0,1.0,6.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24134,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2333,Nonpartisan,None,,1
1251,Quinnipiac,2016-03-16,2016-03-21,2016-03-23T11:19:56Z,652.0,Registered Voters - Republican,Live Phone,80.0,9.0,2.0,9.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24134,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2333,Nonpartisan,None,,1
1252,Quinnipiac,2016-03-16,2016-03-21,2016-03-23T11:19:56Z,,Registered Voters - independent,Live Phone,40.0,39.0,5.0,16.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24134,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2333,Nonpartisan,None,,1
1253,Monmouth University,2016-03-17,2016-03-20,2016-03-24T14:57:21Z,848.0,Registered Voters,Live Phone,38.0,48.0,2.0,12.0,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24144,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf,Nonpartisan,None,,1
1254,Monmouth University,2016-03-17,2016-03-20,2016-03-24T14:57:21Z,,Registered Voters - Democrat,Live Phone,5.0,89.0,,6.0,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24144,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf,Nonpartisan,None,,1
1255,Monmouth University,2016-03-17,2016-03-20,2016-03-24T14:57:21Z,,Registered Voters - Republican,Live Phone,73.0,12.0,2.0,12.0,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24144,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf,Nonpartisan,None,,1
1256,Monmouth University,2016-03-17,2016-03-20,2016-03-24T14:57:21Z,,Registered Voters - independent,Live Phone,40.0,39.0,3.0,18.0,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24144,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf,Nonpartisan,None,,1
1257,CBS/Times,2016-03-17,2016-03-20,2016-03-22T02:44:13Z,1058.0,Registered Voters,Live Phone,40.0,50.0,1.0,9.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24128,http://www.scribd.com/doc/305549318/3-21-16-CBS-NYT-Gen-Elect-Toplines,Nonpartisan,None,,1
1258,CBS/Times,2016-03-17,2016-03-20,2016-03-22T02:44:13Z,,Registered Voters - Democrat,Live Phone,12.0,85.0,,4.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24128,http://www.scribd.com/doc/305549318/3-21-16-CBS-NYT-Gen-Elect-Toplines,Nonpartisan,None,,1
1259,CBS/Times,2016-03-17,2016-03-20,2016-03-22T02:44:13Z,,Registered Voters - Republican,Live Phone,77.0,11.0,2.0,10.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24128,http://www.scribd.com/doc/305549318/3-21-16-CBS-NYT-Gen-Elect-Toplines,Nonpartisan,None,,1
1260,CBS/Times,2016-03-17,2016-03-20,2016-03-22T02:44:13Z,,Registered Voters - independent,Live Phone,38.0,45.0,1.0,17.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-24128,http://www.scribd.com/doc/305549318/3-21-16-CBS-NYT-Gen-Elect-Toplines,Nonpartisan,None,,1
1261,CNN,2016-03-17,2016-03-20,2016-03-22T00:48:49Z,925.0,Registered Voters,Live Phone,41.0,53.0,6.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24127,http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html,Nonpartisan,None,,1
1262,CNN,2016-03-17,2016-03-20,2016-03-22T00:48:49Z,,Registered Voters - Democrat,Live Phone,6.0,93.0,1.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-24127,http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html,Nonpartisan,None,,1
1263,CNN,2016-03-17,2016-03-20,2016-03-22T00:48:49Z,,Registered Voters - Republican,Live Phone,81.0,9.0,10.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-24127,http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html,Nonpartisan,None,,1
1264,CNN,2016-03-17,2016-03-20,2016-03-22T00:48:49Z,,Registered Voters - independent,Live Phone,42.0,49.0,8.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-24127,http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html,Nonpartisan,None,,1
1265,Ipsos/Reuters,2016-03-12,2016-03-16,2016-03-17T16:05:22Z,1437.0,Registered Voters,Internet,37.0,42.0,13.0,8.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24103,http://big.assets.huffingtonpost.com/2016ReutersTracking3.16.16.pdf,Nonpartisan,None,,1
1266,Morning Consult,2016-03-11,2016-03-13,2016-03-14T17:45:27Z,2978.0,Registered Voters,Internet,37.0,47.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088,https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/,Nonpartisan,None,,1
1267,Morning Consult,2016-03-11,2016-03-13,2016-03-14T17:45:27Z,1110.0,Registered Voters - Democrat,Internet,9.0,82.0,,10.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088,https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/,Nonpartisan,None,,1
1268,Morning Consult,2016-03-11,2016-03-13,2016-03-14T17:45:27Z,895.0,Registered Voters - Republican,Internet,71.0,12.0,,17.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088,https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/,Nonpartisan,None,,1
1269,Morning Consult,2016-03-11,2016-03-13,2016-03-14T17:45:27Z,973.0,Registered Voters - independent,Internet,37.0,40.0,,23.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088,https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/,Nonpartisan,None,,1
1270,YouGov/Economist,2016-03-10,2016-03-12,2016-03-14T17:17:34Z,1647.0,Registered Voters,Internet,42.0,43.0,8.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084,https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/,Nonpartisan,None,,1
1271,YouGov/Economist,2016-03-10,2016-03-12,2016-03-14T17:17:34Z,663.0,Registered Voters - Democrat,Internet,9.0,84.0,,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084,https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/,Nonpartisan,None,,1
1272,YouGov/Economist,2016-03-10,2016-03-12,2016-03-14T17:17:34Z,449.0,Registered Voters - Republican,Internet,74.0,9.0,,18.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084,https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/,Nonpartisan,None,,1
1273,YouGov/Economist,2016-03-10,2016-03-12,2016-03-14T17:17:34Z,535.0,Registered Voters - independent,Internet,43.0,35.0,,22.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084,https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/,Nonpartisan,None,,1
1274,Ipsos/Reuters,2016-03-05,2016-03-09,2016-03-10T16:53:52Z,1594.0,Registered Voters,Internet,31.0,45.0,13.0,11.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24040,http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePoliticalpdf.pdf,Nonpartisan,None,,1
1275,Morning Consult,2016-03-04,2016-03-06,2016-03-08T15:38:21Z,1516.0,Registered Voters,Internet,38.0,46.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011,http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/,Nonpartisan,None,,1
1276,Morning Consult,2016-03-04,2016-03-06,2016-03-08T15:38:21Z,583.0,Registered Voters - Democrat,Internet,13.0,79.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011,http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/,Nonpartisan,None,,1
1277,Morning Consult,2016-03-04,2016-03-06,2016-03-08T15:38:21Z,508.0,Registered Voters - Republican,Internet,69.0,13.0,,18.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011,http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/,Nonpartisan,None,,1
1278,Morning Consult,2016-03-04,2016-03-06,2016-03-08T15:38:21Z,425.0,Registered Voters - independent,Internet,35.0,39.0,,25.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011,http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/,Nonpartisan,None,,1
1279,NBC/WSJ,2016-03-03,2016-03-06,2016-03-08T22:13:19Z,1200.0,Registered Voters,Live Phone,38.0,51.0,9.0,2.0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24016,http://www.nbcnews.com/politics/2016-election/trump-cruz-locked-tight-race-nationally-new-poll-n534171,Nonpartisan,None,,1
1280,ABC/Post,2016-03-03,2016-03-06,2016-03-08T12:06:27Z,864.0,Registered Voters,Live Phone,41.0,50.0,4.0,6.0,http://elections.huffingtonpost.com/pollster/polls/abc-post-24009,http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-march-3-6-2016/1982/,Nonpartisan,None,,1
1281,Ipsos/Reuters,2016-02-27,2016-03-02,2016-03-03T17:38:25Z,1381.0,Registered Voters,Internet,35.0,46.0,10.0,10.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23970,http://big.assets.huffingtonpost.com/2016ReutersTracking30216.pdf,Nonpartisan,None,,1
1282,Rasmussen,2016-02-29,2016-03-01,2016-03-02T17:19:05Z,1000.0,Likely Voters,IVR/Online,36.0,41.0,21.0,3.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-23960,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/clinton_edges_ahead_of_trump_in_presidential_matchup,Nonpartisan,None,,1
1283,Morning Consult,2016-02-26,2016-02-27,2016-02-29T17:19:46Z,1182.0,Registered Voters,Internet,43.0,44.0,,13.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918,http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/,Nonpartisan,None,,1
1284,Morning Consult,2016-02-26,2016-02-27,2016-02-29T17:19:46Z,415.0,Registered Voters - Democrat,Internet,11.0,80.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918,http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/,Nonpartisan,None,,1
